count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,97,32,38,all_persons,2016-08-01,2016-08-31,Q13b2,without_children,27
None,97,32,38,all_persons,2016-08-01,2016-08-31,Q13b2,with_only_children,0
None,97,32,38,all_persons,2016-08-01,2016-08-31,Q13b2,unknown_household_type,0
1 Condition,31,9,4,all_persons,2016-08-01,2016-08-31,Q13b2,without_children,18
1 Condition,31,9,4,all_persons,2016-08-01,2016-08-31,Q13b2,with_only_children,0
1 Condition,31,9,4,all_persons,2016-08-01,2016-08-31,Q13b2,unknown_household_type,0
2 Conditions,10,1,1,all_persons,2016-08-01,2016-08-31,Q13b2,without_children,8
2 Conditions,10,1,1,all_persons,2016-08-01,2016-08-31,Q13b2,with_only_children,0
2 Conditions,10,1,1,all_persons,2016-08-01,2016-08-31,Q13b2,unknown_household_type,0
3+ Conditions,5,0,0,all_persons,2016-08-01,2016-08-31,Q13b2,without_children,5
3+ Conditions,5,0,0,all_persons,2016-08-01,2016-08-31,Q13b2,with_only_children,0
3+ Conditions,5,0,0,all_persons,2016-08-01,2016-08-31,Q13b2,unknown_household_type,0
Condition Unknown,3,2,1,all_persons,2016-08-01,2016-08-31,Q13b2,without_children,0
Condition Unknown,3,2,1,all_persons,2016-08-01,2016-08-31,Q13b2,with_only_children,0
Condition Unknown,3,2,1,all_persons,2016-08-01,2016-08-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-08-01,2016-08-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-08-01,2016-08-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-08-01,2016-08-31,Q13b2,unknown_household_type,0
Data Not Collected,3,1,2,all_persons,2016-08-01,2016-08-31,Q13b2,without_children,0
Data Not Collected,3,1,2,all_persons,2016-08-01,2016-08-31,Q13b2,with_only_children,0
Data Not Collected,3,1,2,all_persons,2016-08-01,2016-08-31,Q13b2,unknown_household_type,0
