race,total,population,start_date,end_date,question,household_type,count
White,453,all_persons,2016-08-01,2016-08-31,Q12a,without_children,216
White,453,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,235
White,453,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,1
White,453,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,1
"Black, African American, or African",173,all_persons,2016-08-01,2016-08-31,Q12a,without_children,73
"Black, African American, or African",173,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,96
"Black, African American, or African",173,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,4
"Black, African American, or African",173,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2016-08-01,2016-08-31,Q12a,without_children,1
Asian or Asian American,1,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-08-01,2016-08-31,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,1,all_persons,2016-08-01,2016-08-31,Q12a,without_children,1
Native Hawaiian or Pacific Islander,1,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,1,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,1,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,0
Multiple Races,73,all_persons,2016-08-01,2016-08-31,Q12a,without_children,9
Multiple Races,73,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,64
Multiple Races,73,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,0
Multiple Races,73,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-08-01,2016-08-31,Q12a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,0
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12a,without_children,1
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12a,with_children_and_adults,0
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12a,with_only_children,0
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12a,unknown_household_type,2
