veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_persons,2016-08-01,2016-08-31,Q25a,without_children,15
Chronically Homeless Veteran,15,all_persons,2016-08-01,2016-08-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,15,all_persons,2016-08-01,2016-08-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,14,all_persons,2016-08-01,2016-08-31,Q25a,without_children,12
Non-Chronically Homeless Veteran,14,all_persons,2016-08-01,2016-08-31,Q25a,with_children_and_adults,2
Non-Chronically Homeless Veteran,14,all_persons,2016-08-01,2016-08-31,Q25a,unknown_household_type,0
Not a Veteran,441,all_persons,2016-08-01,2016-08-31,Q25a,without_children,267
Not a Veteran,441,all_persons,2016-08-01,2016-08-31,Q25a,with_children_and_adults,173
Not a Veteran,441,all_persons,2016-08-01,2016-08-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2016-08-01,2016-08-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-08-01,2016-08-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-08-01,2016-08-31,Q25a,unknown_household_type,0
Data Not Collected,8,all_persons,2016-08-01,2016-08-31,Q25a,without_children,7
Data Not Collected,8,all_persons,2016-08-01,2016-08-31,Q25a,with_children_and_adults,1
Data Not Collected,8,all_persons,2016-08-01,2016-08-31,Q25a,unknown_household_type,0
