conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,10
Mental Health Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,8
Mental Health Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,4
Alcohol Use Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,4
Alcohol Use Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,0
Drug Use Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,2
Drug Use Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,1
Both Alcohol and Drug Use Disorders,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,1
Both Alcohol and Drug Use Disorders,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,0
Chronic Health Condition,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,14
Chronic Health Condition,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,11
Chronic Health Condition,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,3
HIV/AIDS,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,1
HIV/AIDS,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,1
HIV/AIDS,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,2
Development Disability,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,2
Development Disability,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_start,9
Physical Disability,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_latest_assessment_for_stayers,8
Physical Disability,veterans,2016-08-01,2016-08-31,Q25e,conditions_at_exit_for_leavers,1
