veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_households,2016-08-01,2016-08-31,Q25b,without_children,15
Chronically Homeless Veteran,15,all_households,2016-08-01,2016-08-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,15,all_households,2016-08-01,2016-08-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,14,all_households,2016-08-01,2016-08-31,Q25b,without_children,12
Non-Chronically Homeless Veteran,14,all_households,2016-08-01,2016-08-31,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,14,all_households,2016-08-01,2016-08-31,Q25b,unknown_household_type,0
Not a Veteran,327,all_households,2016-08-01,2016-08-31,Q25b,without_children,224
Not a Veteran,327,all_households,2016-08-01,2016-08-31,Q25b,with_children_and_adults,103
Not a Veteran,327,all_households,2016-08-01,2016-08-31,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2016-08-01,2016-08-31,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2016-08-01,2016-08-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2016-08-01,2016-08-31,Q25b,unknown_household_type,0
Data Not Collected,7,all_households,2016-08-01,2016-08-31,Q25b,without_children,7
Data Not Collected,7,all_households,2016-08-01,2016-08-31,Q25b,with_children_and_adults,0
Data Not Collected,7,all_households,2016-08-01,2016-08-31,Q25b,unknown_household_type,0
