dv_history,total,population,start_date,end_date,question,household_type,count
Yes,55,all_persons,2016-08-01,2016-08-31,Q14a,without_children,25
Yes,55,all_persons,2016-08-01,2016-08-31,Q14a,with_children_and_adults,30
Yes,55,all_persons,2016-08-01,2016-08-31,Q14a,with_only_children,0
Yes,55,all_persons,2016-08-01,2016-08-31,Q14a,unknown_household_type,0
No,389,all_persons,2016-08-01,2016-08-31,Q14a,without_children,244
No,389,all_persons,2016-08-01,2016-08-31,Q14a,with_children_and_adults,145
No,389,all_persons,2016-08-01,2016-08-31,Q14a,with_only_children,0
No,389,all_persons,2016-08-01,2016-08-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2016-08-01,2016-08-31,Q14a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2016-08-01,2016-08-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2016-08-01,2016-08-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2016-08-01,2016-08-31,Q14a,unknown_household_type,0
Data Not Collected,32,all_persons,2016-08-01,2016-08-31,Q14a,without_children,30
Data Not Collected,32,all_persons,2016-08-01,2016-08-31,Q14a,with_children_and_adults,1
Data Not Collected,32,all_persons,2016-08-01,2016-08-31,Q14a,with_only_children,0
Data Not Collected,32,all_persons,2016-08-01,2016-08-31,Q14a,unknown_household_type,1
