length,total,population,start_date,end_date,question,status,count
30 days or less,267,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,74
30 days or less,267,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,193
31 to 60 days,129,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,30
31 to 60 days,129,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,99
61 to 90 days,73,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,20
61 to 90 days,73,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,53
91 to 180 days,82,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,22
91 to 180 days,82,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,60
181 to 365 days,34,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,0
181 to 365 days,34,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,34
366 to 730 Days (1-2 Yrs),31,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,3
366 to 730 Days (1-2 Yrs),31,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,28
"731 to 1,095 Days (2-3 Yrs)",4,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",4,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,4
"1,096 to 1,460 Days (3-4 Yrs)",15,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",15,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,15
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",12,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,12
"More than 1,825 Days (>5 Yrs)",58,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",58,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,58
Data Not Collected,0,all_persons,2016-08-01,2016-08-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-08-01,2016-08-31,Q22a1,stayers,0
