conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,130,23,7,start,2016-08-01,2016-08-31,Q13a1,without_children,100
Mental Health Disorder,130,23,7,start,2016-08-01,2016-08-31,Q13a1,with_only_children,0
Mental Health Disorder,130,23,7,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,18,0,0,start,2016-08-01,2016-08-31,Q13a1,without_children,18
Alcohol Use Disorder,18,0,0,start,2016-08-01,2016-08-31,Q13a1,with_only_children,0
Alcohol Use Disorder,18,0,0,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
Drug Use Disorder,12,4,0,start,2016-08-01,2016-08-31,Q13a1,without_children,7
Drug Use Disorder,12,4,0,start,2016-08-01,2016-08-31,Q13a1,with_only_children,1
Drug Use Disorder,12,4,0,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,16,1,0,start,2016-08-01,2016-08-31,Q13a1,without_children,15
Both Alcohol and Drug Use Disorders,16,1,0,start,2016-08-01,2016-08-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,16,1,0,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
Chronic Health Condition,66,13,6,start,2016-08-01,2016-08-31,Q13a1,without_children,47
Chronic Health Condition,66,13,6,start,2016-08-01,2016-08-31,Q13a1,with_only_children,0
Chronic Health Condition,66,13,6,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
HIV/AIDS,91,1,0,start,2016-08-01,2016-08-31,Q13a1,without_children,89
HIV/AIDS,91,1,0,start,2016-08-01,2016-08-31,Q13a1,with_only_children,1
HIV/AIDS,91,1,0,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
Development Disability,24,3,11,start,2016-08-01,2016-08-31,Q13a1,without_children,10
Development Disability,24,3,11,start,2016-08-01,2016-08-31,Q13a1,with_only_children,0
Development Disability,24,3,11,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
Physical Disability,89,16,8,start,2016-08-01,2016-08-31,Q13a1,without_children,65
Physical Disability,89,16,8,start,2016-08-01,2016-08-31,Q13a1,with_only_children,0
Physical Disability,89,16,8,start,2016-08-01,2016-08-31,Q13a1,unknown_household_type,0
