conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,105,14,2,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,89
Mental Health Disorder,105,14,2,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
Mental Health Disorder,105,14,2,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,17,0,0,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,17
Alcohol Use Disorder,17,0,0,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
Alcohol Use Disorder,17,0,0,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
Drug Use Disorder,17,6,0,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,11
Drug Use Disorder,17,6,0,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
Drug Use Disorder,17,6,0,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,16,1,0,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,15
Both Alcohol and Drug Use Disorders,16,1,0,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,16,1,0,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
Chronic Health Condition,51,8,2,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,41
Chronic Health Condition,51,8,2,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
Chronic Health Condition,51,8,2,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
HIV/AIDS,50,1,0,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,49
HIV/AIDS,50,1,0,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
HIV/AIDS,50,1,0,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
Development Disability,26,3,7,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,16
Development Disability,26,3,7,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
Development Disability,26,3,7,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
Physical Disability,47,6,0,all_persons,2018-06-01,2018-06-30,Q13c1,without_children,41
Physical Disability,47,6,0,all_persons,2018-06-01,2018-06-30,Q13c1,with_only_children,0
Physical Disability,47,6,0,all_persons,2018-06-01,2018-06-30,Q13c1,unknown_household_type,0
