persons_served,total,population,start_date,end_date,question,household_type,count
Adults,373,all_persons,2018-06-01,2018-06-30,Q7a,without_children,259
Adults,373,all_persons,2018-06-01,2018-06-30,Q7a,with_children_and_adults,113
Adults,373,all_persons,2018-06-01,2018-06-30,Q7a,with_only_children,0
Adults,373,all_persons,2018-06-01,2018-06-30,Q7a,unknown_household_type,1
Children,159,all_persons,2018-06-01,2018-06-30,Q7a,without_children,0
Children,159,all_persons,2018-06-01,2018-06-30,Q7a,with_children_and_adults,147
Children,159,all_persons,2018-06-01,2018-06-30,Q7a,with_only_children,12
Children,159,all_persons,2018-06-01,2018-06-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-06-01,2018-06-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-06-01,2018-06-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-06-01,2018-06-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-06-01,2018-06-30,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q7a,without_children,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,147,all_persons,2018-06-01,2018-06-30,Q7a,without_children,77
For PSH and RRH - the total persons served who moved into housing,147,all_persons,2018-06-01,2018-06-30,Q7a,with_children_and_adults,70
For PSH and RRH - the total persons served who moved into housing,147,all_persons,2018-06-01,2018-06-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,147,all_persons,2018-06-01,2018-06-30,Q7a,unknown_household_type,0
