count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,259,78,129,all_persons,2018-06-01,2018-06-30,Q13a2,without_children,42
None,259,78,129,all_persons,2018-06-01,2018-06-30,Q13a2,with_only_children,10
None,259,78,129,all_persons,2018-06-01,2018-06-30,Q13a2,unknown_household_type,0
1 Condition,147,19,11,all_persons,2018-06-01,2018-06-30,Q13a2,without_children,117
1 Condition,147,19,11,all_persons,2018-06-01,2018-06-30,Q13a2,with_only_children,0
1 Condition,147,19,11,all_persons,2018-06-01,2018-06-30,Q13a2,unknown_household_type,0
2 Conditions,67,10,2,all_persons,2018-06-01,2018-06-30,Q13a2,without_children,54
2 Conditions,67,10,2,all_persons,2018-06-01,2018-06-30,Q13a2,with_only_children,1
2 Conditions,67,10,2,all_persons,2018-06-01,2018-06-30,Q13a2,unknown_household_type,0
3+ Conditions,48,5,0,all_persons,2018-06-01,2018-06-30,Q13a2,without_children,43
3+ Conditions,48,5,0,all_persons,2018-06-01,2018-06-30,Q13a2,with_only_children,0
3+ Conditions,48,5,0,all_persons,2018-06-01,2018-06-30,Q13a2,unknown_household_type,0
Condition Unknown,0,0,0,all_persons,2018-06-01,2018-06-30,Q13a2,without_children,0
Condition Unknown,0,0,0,all_persons,2018-06-01,2018-06-30,Q13a2,with_only_children,0
Condition Unknown,0,0,0,all_persons,2018-06-01,2018-06-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-06-01,2018-06-30,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-06-01,2018-06-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-06-01,2018-06-30,Q13a2,unknown_household_type,0
Data Not Collected,13,1,5,all_persons,2018-06-01,2018-06-30,Q13a2,without_children,3
Data Not Collected,13,1,5,all_persons,2018-06-01,2018-06-30,Q13a2,with_only_children,1
Data Not Collected,13,1,5,all_persons,2018-06-01,2018-06-30,Q13a2,unknown_household_type,3
