race,total,population,start_date,end_date,question,household_type,count
White,378,all_persons,2018-06-01,2018-06-30,Q12a,without_children,191
White,378,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,178
White,378,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,8
White,378,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,1
"Black, African American, or African",124,all_persons,2018-06-01,2018-06-30,Q12a,without_children,58
"Black, African American, or African",124,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,62
"Black, African American, or African",124,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,4
"Black, African American, or African",124,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2018-06-01,2018-06-30,Q12a,without_children,1
Asian or Asian American,1,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-06-01,2018-06-30,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,1,all_persons,2018-06-01,2018-06-30,Q12a,without_children,1
Native Hawaiian or Pacific Islander,1,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,1,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,1,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,0
Multiple Races,27,all_persons,2018-06-01,2018-06-30,Q12a,without_children,7
Multiple Races,27,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,20
Multiple Races,27,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,0
Multiple Races,27,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q12a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q12a,without_children,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q12a,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q12a,with_only_children,0
Data Not Collected,2,all_persons,2018-06-01,2018-06-30,Q12a,unknown_household_type,2
