dv_history,total,population,start_date,end_date,question,household_type,count
Yes,50,all_persons,2018-06-01,2018-06-30,Q14a,without_children,25
Yes,50,all_persons,2018-06-01,2018-06-30,Q14a,with_children_and_adults,25
Yes,50,all_persons,2018-06-01,2018-06-30,Q14a,with_only_children,0
Yes,50,all_persons,2018-06-01,2018-06-30,Q14a,unknown_household_type,0
No,310,all_persons,2018-06-01,2018-06-30,Q14a,without_children,222
No,310,all_persons,2018-06-01,2018-06-30,Q14a,with_children_and_adults,87
No,310,all_persons,2018-06-01,2018-06-30,Q14a,with_only_children,1
No,310,all_persons,2018-06-01,2018-06-30,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2018-06-01,2018-06-30,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2018-06-01,2018-06-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2018-06-01,2018-06-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2018-06-01,2018-06-30,Q14a,unknown_household_type,0
Data Not Collected,12,all_persons,2018-06-01,2018-06-30,Q14a,without_children,10
Data Not Collected,12,all_persons,2018-06-01,2018-06-30,Q14a,with_children_and_adults,1
Data Not Collected,12,all_persons,2018-06-01,2018-06-30,Q14a,with_only_children,0
Data Not Collected,12,all_persons,2018-06-01,2018-06-30,Q14a,unknown_household_type,1
