veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_persons,2018-06-01,2018-06-30,Q25a,without_children,16
Chronically Homeless Veteran,16,all_persons,2018-06-01,2018-06-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,16,all_persons,2018-06-01,2018-06-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,8,all_persons,2018-06-01,2018-06-30,Q25a,without_children,8
Non-Chronically Homeless Veteran,8,all_persons,2018-06-01,2018-06-30,Q25a,with_children_and_adults,0
Non-Chronically Homeless Veteran,8,all_persons,2018-06-01,2018-06-30,Q25a,unknown_household_type,0
Not a Veteran,343,all_persons,2018-06-01,2018-06-30,Q25a,without_children,229
Not a Veteran,343,all_persons,2018-06-01,2018-06-30,Q25a,with_children_and_adults,113
Not a Veteran,343,all_persons,2018-06-01,2018-06-30,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q25a,unknown_household_type,0
Data Not Collected,5,all_persons,2018-06-01,2018-06-30,Q25a,without_children,5
Data Not Collected,5,all_persons,2018-06-01,2018-06-30,Q25a,with_children_and_adults,0
Data Not Collected,5,all_persons,2018-06-01,2018-06-30,Q25a,unknown_household_type,0
