dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,14,all_persons,2018-06-01,2018-06-30,Q14b,without_children,6
Yes,14,all_persons,2018-06-01,2018-06-30,Q14b,with_children_and_adults,8
Yes,14,all_persons,2018-06-01,2018-06-30,Q14b,with_only_children,0
Yes,14,all_persons,2018-06-01,2018-06-30,Q14b,unknown_household_type,0
No,32,all_persons,2018-06-01,2018-06-30,Q14b,without_children,15
No,32,all_persons,2018-06-01,2018-06-30,Q14b,with_children_and_adults,17
No,32,all_persons,2018-06-01,2018-06-30,Q14b,with_only_children,0
No,32,all_persons,2018-06-01,2018-06-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-06-01,2018-06-30,Q14b,unknown_household_type,0
Data Not Collected,3,all_persons,2018-06-01,2018-06-30,Q14b,without_children,3
Data Not Collected,3,all_persons,2018-06-01,2018-06-30,Q14b,with_children_and_adults,0
Data Not Collected,3,all_persons,2018-06-01,2018-06-30,Q14b,with_only_children,0
Data Not Collected,3,all_persons,2018-06-01,2018-06-30,Q14b,unknown_household_type,0
