non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_start,138
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,24
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_exit_for_leavers,35
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_start,10
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_start,0
Other TANF-Funded Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_start,6
Other Source,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2018-06-01,2018-06-30,Q20a,benefit_at_exit_for_leavers,1
