conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,22,3,1,exit,2018-06-01,2018-06-30,Q13b1,without_children,17
Mental Health Disorder,22,3,1,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,1
Mental Health Disorder,22,3,1,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,4,0,0,exit,2018-06-01,2018-06-30,Q13b1,without_children,4
Alcohol Use Disorder,4,0,0,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,0
Alcohol Use Disorder,4,0,0,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
Drug Use Disorder,2,1,0,exit,2018-06-01,2018-06-30,Q13b1,without_children,1
Drug Use Disorder,2,1,0,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,0
Drug Use Disorder,2,1,0,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,2,0,0,exit,2018-06-01,2018-06-30,Q13b1,without_children,2
Both Alcohol and Drug Use Disorders,2,0,0,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,2,0,0,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
Chronic Health Condition,18,5,1,exit,2018-06-01,2018-06-30,Q13b1,without_children,12
Chronic Health Condition,18,5,1,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,0
Chronic Health Condition,18,5,1,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
HIV/AIDS,31,1,0,exit,2018-06-01,2018-06-30,Q13b1,without_children,29
HIV/AIDS,31,1,0,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,1
HIV/AIDS,31,1,0,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
Development Disability,4,1,2,exit,2018-06-01,2018-06-30,Q13b1,without_children,1
Development Disability,4,1,2,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,0
Development Disability,4,1,2,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
Physical Disability,18,4,0,exit,2018-06-01,2018-06-30,Q13b1,without_children,14
Physical Disability,18,4,0,exit,2018-06-01,2018-06-30,Q13b1,with_only_children,0
Physical Disability,18,4,0,exit,2018-06-01,2018-06-30,Q13b1,unknown_household_type,0
