income_range,population,start_date,end_date,question,status,count
No Income,adults,2018-06-01,2018-06-30,Q16,income_at_start,127
No Income,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,6
No Income,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,34
$1 -  $150,adults,2018-06-01,2018-06-30,Q16,income_at_start,2
$1 -  $150,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2018-06-01,2018-06-30,Q16,income_at_start,7
$151 - $250,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,2
$251 - $500,adults,2018-06-01,2018-06-30,Q16,income_at_start,21
$251 - $500,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,7
$501 - $1000,adults,2018-06-01,2018-06-30,Q16,income_at_start,61
$501 - $1000,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,13
$501 - $1000,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,13
$1001 - $1500,adults,2018-06-01,2018-06-30,Q16,income_at_start,53
$1001 - $1500,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,12
$1001 - $1500,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,15
$1501 - $2000,adults,2018-06-01,2018-06-30,Q16,income_at_start,35
$1501 - $2000,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,5
$1501 - $2000,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,11
$2001+,adults,2018-06-01,2018-06-30,Q16,income_at_start,32
$2001+,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,4
$2001+,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,15
Client Doesn't Know/Client Refused,adults,2018-06-01,2018-06-30,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2018-06-01,2018-06-30,Q16,income_at_start,35
Data Not Collected,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,5
Data Not Collected,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,8
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2018-06-01,2018-06-30,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,180
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2018-06-01,2018-06-30,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,41
Number of Adult Stayers without Required Annual Assessment,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2018-06-01,2018-06-30,Q16,income_at_start,373
Total Adults,adults,2018-06-01,2018-06-30,Q16,income_at_latest_annual_assessment_for_stayers,267
Total Adults,adults,2018-06-01,2018-06-30,Q16,income_at_exit_for_leavers,106
