conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,126,17,3,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,105
Mental Health Disorder,126,17,3,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,1
Mental Health Disorder,126,17,3,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,21,0,0,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,21
Alcohol Use Disorder,21,0,0,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,0
Alcohol Use Disorder,21,0,0,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
Drug Use Disorder,20,7,0,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,13
Drug Use Disorder,20,7,0,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,0
Drug Use Disorder,20,7,0,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,17
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
Chronic Health Condition,67,13,3,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,51
Chronic Health Condition,67,13,3,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,0
Chronic Health Condition,67,13,3,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
HIV/AIDS,81,2,0,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,78
HIV/AIDS,81,2,0,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,1
HIV/AIDS,81,2,0,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
Development Disability,29,4,9,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,16
Development Disability,29,4,9,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,0
Development Disability,29,4,9,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
Physical Disability,64,10,0,all_persons,2018-06-01,2018-06-30,Q13a1,without_children,54
Physical Disability,64,10,0,all_persons,2018-06-01,2018-06-30,Q13a1,with_only_children,0
Physical Disability,64,10,0,all_persons,2018-06-01,2018-06-30,Q13a1,unknown_household_type,0
