conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,22,2,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,20
Mental Health Disorder,22,2,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
Mental Health Disorder,22,2,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,4,0,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,4
Alcohol Use Disorder,4,0,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
Alcohol Use Disorder,4,0,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
Drug Use Disorder,2,1,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,1
Drug Use Disorder,2,1,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
Drug Use Disorder,2,1,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,5,0,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,5
Both Alcohol and Drug Use Disorders,5,0,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,5,0,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
Chronic Health Condition,17,1,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,16
Chronic Health Condition,17,1,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
Chronic Health Condition,17,1,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
HIV/AIDS,1,0,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,1
HIV/AIDS,1,0,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
HIV/AIDS,1,0,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
Development Disability,7,0,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,7
Development Disability,7,0,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
Development Disability,7,0,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
Physical Disability,26,2,0,exit,2015-01-01,2015-01-31,Q13b1,without_children,24
Physical Disability,26,2,0,exit,2015-01-01,2015-01-31,Q13b1,with_only_children,0
Physical Disability,26,2,0,exit,2015-01-01,2015-01-31,Q13b1,unknown_household_type,0
