count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_entry,233
No Sources,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,4
No Sources,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_exit_for_leavers,74
1 + Source(s),all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_entry,165
1 + Source(s),all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,6
1 + Source(s),all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_exit_for_leavers,59
Client Doesn't Know/Client Refused,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_entry,46
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,292
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-01-01,2015-01-31,Q20b,benefit_at_exit_for_leavers,9
