ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),546,all_persons,2015-01-01,2015-01-31,Q12b,without_children,295
Non-Hispanic/Non-Latin(a)(o)(x),546,all_persons,2015-01-01,2015-01-31,Q12b,with_children_and_adults,249
Non-Hispanic/Non-Latin(a)(o)(x),546,all_persons,2015-01-01,2015-01-31,Q12b,with_only_children,2
Non-Hispanic/Non-Latin(a)(o)(x),546,all_persons,2015-01-01,2015-01-31,Q12b,unknown_household_type,0
Hispanic/Latin(a)(o)(x),50,all_persons,2015-01-01,2015-01-31,Q12b,without_children,26
Hispanic/Latin(a)(o)(x),50,all_persons,2015-01-01,2015-01-31,Q12b,with_children_and_adults,24
Hispanic/Latin(a)(o)(x),50,all_persons,2015-01-01,2015-01-31,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),50,all_persons,2015-01-01,2015-01-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q12b,unknown_household_type,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q12b,without_children,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q12b,with_children_and_adults,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q12b,with_only_children,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q12b,unknown_household_type,0
