non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,164
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,6
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,59
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,11
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,6
TANF Child Care Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,0
TANF Child Care Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_start,7
Other Source,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,5
Other Source,all_persons,2015-01-01,2015-01-31,Q20a,benefit_at_exit_for_leavers,3
