count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,214,58,94,all_persons,2015-01-01,2015-01-31,Q13c2,without_children,60
None,214,58,94,all_persons,2015-01-01,2015-01-31,Q13c2,with_only_children,2
None,214,58,94,all_persons,2015-01-01,2015-01-31,Q13c2,unknown_household_type,0
1 Condition,113,21,12,all_persons,2015-01-01,2015-01-31,Q13c2,without_children,80
1 Condition,113,21,12,all_persons,2015-01-01,2015-01-31,Q13c2,with_only_children,0
1 Condition,113,21,12,all_persons,2015-01-01,2015-01-31,Q13c2,unknown_household_type,0
2 Conditions,50,4,3,all_persons,2015-01-01,2015-01-31,Q13c2,without_children,43
2 Conditions,50,4,3,all_persons,2015-01-01,2015-01-31,Q13c2,with_only_children,0
2 Conditions,50,4,3,all_persons,2015-01-01,2015-01-31,Q13c2,unknown_household_type,0
3+ Conditions,28,4,1,all_persons,2015-01-01,2015-01-31,Q13c2,without_children,23
3+ Conditions,28,4,1,all_persons,2015-01-01,2015-01-31,Q13c2,with_only_children,0
3+ Conditions,28,4,1,all_persons,2015-01-01,2015-01-31,Q13c2,unknown_household_type,0
Condition Unknown,10,3,2,all_persons,2015-01-01,2015-01-31,Q13c2,without_children,5
Condition Unknown,10,3,2,all_persons,2015-01-01,2015-01-31,Q13c2,with_only_children,0
Condition Unknown,10,3,2,all_persons,2015-01-01,2015-01-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,1,all_persons,2015-01-01,2015-01-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,1,0,1,all_persons,2015-01-01,2015-01-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,1,all_persons,2015-01-01,2015-01-31,Q13c2,unknown_household_type,0
Data Not Collected,2,0,1,all_persons,2015-01-01,2015-01-31,Q13c2,without_children,1
Data Not Collected,2,0,1,all_persons,2015-01-01,2015-01-31,Q13c2,with_only_children,0
Data Not Collected,2,0,1,all_persons,2015-01-01,2015-01-31,Q13c2,unknown_household_type,0
