health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2015-01-01,2015-01-31,Q21,at_start,181
MEDICAID,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,7
MEDICAID,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,36
MEDICARE,all_persons,2015-01-01,2015-01-31,Q21,at_start,47
MEDICARE,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,4
MEDICARE,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,14
State Children's Health Insurance Program,all_persons,2015-01-01,2015-01-31,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2015-01-01,2015-01-31,Q21,at_start,2
Veteran's Administration (VA) Medical Services,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
Veteran's Administration (VA) Medical Services,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_start,38
Employer - Provided Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,1
Employer - Provided Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,16
Health Insurance obtained through COBRA,all_persons,2015-01-01,2015-01-31,Q21,at_start,1
Health Insurance obtained through COBRA,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_start,21
Private Pay Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
Private Pay Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2015-01-01,2015-01-31,Q21,at_start,9
State Health Insurance for Adults,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,2
Indian Health Services Program,all_persons,2015-01-01,2015-01-31,Q21,at_start,0
Indian Health Services Program,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,0
Other,all_persons,2015-01-01,2015-01-31,Q21,at_start,0
Other,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_start,283
No Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,2
No Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,108
Client Doesn't Know/Client Refused,all_persons,2015-01-01,2015-01-31,Q21,at_start,1
Client Doesn't Know/Client Refused,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2015-01-01,2015-01-31,Q21,at_start,54
Data Not Collected,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,89
Data Not Collected,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,6
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-01-01,2015-01-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,318
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_start,228
1 Source of Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,6
1 Source of Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,55
More than 1 Source of Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_start,38
More than 1 Source of Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_annual_assessment_for_stayers,3
More than 1 Source of Health Insurance,all_persons,2015-01-01,2015-01-31,Q21,at_exit_for_leavers,8
