persons_served,total,population,start_date,end_date,question,household_type,count
Adults,444,all_persons,2015-01-01,2015-01-31,Q7a,without_children,321
Adults,444,all_persons,2015-01-01,2015-01-31,Q7a,with_children_and_adults,123
Adults,444,all_persons,2015-01-01,2015-01-31,Q7a,with_only_children,0
Adults,444,all_persons,2015-01-01,2015-01-31,Q7a,unknown_household_type,0
Children,152,all_persons,2015-01-01,2015-01-31,Q7a,without_children,0
Children,152,all_persons,2015-01-01,2015-01-31,Q7a,with_children_and_adults,150
Children,152,all_persons,2015-01-01,2015-01-31,Q7a,with_only_children,2
Children,152,all_persons,2015-01-01,2015-01-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q7a,unknown_household_type,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q7a,without_children,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q7a,with_children_and_adults,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q7a,with_only_children,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q7a,unknown_household_type,0
For PSH and RRH - the total persons served who moved into housing,70,all_persons,2015-01-01,2015-01-31,Q7a,without_children,33
For PSH and RRH - the total persons served who moved into housing,70,all_persons,2015-01-01,2015-01-31,Q7a,with_children_and_adults,37
For PSH and RRH - the total persons served who moved into housing,70,all_persons,2015-01-01,2015-01-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,70,all_persons,2015-01-01,2015-01-31,Q7a,unknown_household_type,0
