age_group,total,population,start_date,end_date,question,household_type,count
Under 5,48,all_persons,2015-01-01,2015-01-31,Q11,without_children,0
Under 5,48,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,48
Under 5,48,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
Under 5,48,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
5 -  12,75,all_persons,2015-01-01,2015-01-31,Q11,without_children,0
5 -  12,75,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,73
5 -  12,75,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,2
5 -  12,75,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
13 - 17,29,all_persons,2015-01-01,2015-01-31,Q11,without_children,0
13 - 17,29,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,29
13 - 17,29,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
13 - 17,29,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
18 - 24,61,all_persons,2015-01-01,2015-01-31,Q11,without_children,29
18 - 24,61,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,32
18 - 24,61,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
18 - 24,61,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
25 - 34,90,all_persons,2015-01-01,2015-01-31,Q11,without_children,42
25 - 34,90,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,48
25 - 34,90,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
25 - 34,90,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
35 - 44,96,all_persons,2015-01-01,2015-01-31,Q11,without_children,71
35 - 44,96,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,25
35 - 44,96,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
35 - 44,96,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
45 - 54,104,all_persons,2015-01-01,2015-01-31,Q11,without_children,90
45 - 54,104,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,14
45 - 54,104,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
45 - 54,104,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
55 - 61,60,all_persons,2015-01-01,2015-01-31,Q11,without_children,56
55 - 61,60,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,4
55 - 61,60,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
55 - 61,60,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
62 +,33,all_persons,2015-01-01,2015-01-31,Q11,without_children,33
62 +,33,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,0
62 +,33,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
62 +,33,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q11,without_children,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q11,with_children_and_adults,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q11,with_only_children,0
Data Not Collected,0,all_persons,2015-01-01,2015-01-31,Q11,unknown_household_type,0
