ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,28,all_households,2015-01-01,2015-01-31,Q26a,without_children,28
Chronically Homeless ,28,all_households,2015-01-01,2015-01-31,Q26a,with_children_and_adults,0
Chronically Homeless ,28,all_households,2015-01-01,2015-01-31,Q26a,with_only_children,0
Chronically Homeless ,28,all_households,2015-01-01,2015-01-31,Q26a,unknown_household_type,0
Not Chronically Homeless,206,all_households,2015-01-01,2015-01-31,Q26a,without_children,151
Not Chronically Homeless,206,all_households,2015-01-01,2015-01-31,Q26a,with_children_and_adults,55
Not Chronically Homeless,206,all_households,2015-01-01,2015-01-31,Q26a,with_only_children,0
Not Chronically Homeless,206,all_households,2015-01-01,2015-01-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_households,2015-01-01,2015-01-31,Q26a,without_children,4
Client Doesn't Know/Client Refused,4,all_households,2015-01-01,2015-01-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_households,2015-01-01,2015-01-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_households,2015-01-01,2015-01-31,Q26a,unknown_household_type,0
Data Not Collected,114,all_households,2015-01-01,2015-01-31,Q26a,without_children,95
Data Not Collected,114,all_households,2015-01-01,2015-01-31,Q26a,with_children_and_adults,19
Data Not Collected,114,all_households,2015-01-01,2015-01-31,Q26a,with_only_children,0
Data Not Collected,114,all_households,2015-01-01,2015-01-31,Q26a,unknown_household_type,0
