gender_identity,total,population,start_date,end_date,question,household_type,count
Male,66,children,2015-01-01,2015-01-31,Q10b,with_children_and_adults,65
Male,66,children,2015-01-01,2015-01-31,Q10b,with_only_children,1
Male,66,children,2015-01-01,2015-01-31,Q10b,unknown_household_type,0
Female,86,children,2015-01-01,2015-01-31,Q10b,with_children_and_adults,85
Female,86,children,2015-01-01,2015-01-31,Q10b,with_only_children,1
Female,86,children,2015-01-01,2015-01-31,Q10b,unknown_household_type,0
No Single Gender,0,children,2015-01-01,2015-01-31,Q10b,with_children_and_adults,0
No Single Gender,0,children,2015-01-01,2015-01-31,Q10b,with_only_children,0
No Single Gender,0,children,2015-01-01,2015-01-31,Q10b,unknown_household_type,0
Questioning,0,children,2015-01-01,2015-01-31,Q10b,with_children_and_adults,0
Questioning,0,children,2015-01-01,2015-01-31,Q10b,with_only_children,0
Questioning,0,children,2015-01-01,2015-01-31,Q10b,unknown_household_type,0
Transgender,0,children,2015-01-01,2015-01-31,Q10b,with_children_and_adults,0
Transgender,0,children,2015-01-01,2015-01-31,Q10b,with_only_children,0
Transgender,0,children,2015-01-01,2015-01-31,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2015-01-01,2015-01-31,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2015-01-01,2015-01-31,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2015-01-01,2015-01-31,Q10b,unknown_household_type,0
Data Not Collected,0,children,2015-01-01,2015-01-31,Q10b,with_children_and_adults,0
Data Not Collected,0,children,2015-01-01,2015-01-31,Q10b,with_only_children,0
Data Not Collected,0,children,2015-01-01,2015-01-31,Q10b,unknown_household_type,0
