dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,35,all_persons,2019-12-01,2019-12-31,Q14b,without_children,22
Yes,35,all_persons,2019-12-01,2019-12-31,Q14b,with_children_and_adults,13
Yes,35,all_persons,2019-12-01,2019-12-31,Q14b,with_only_children,0
Yes,35,all_persons,2019-12-01,2019-12-31,Q14b,unknown_household_type,0
No,183,all_persons,2019-12-01,2019-12-31,Q14b,without_children,130
No,183,all_persons,2019-12-01,2019-12-31,Q14b,with_children_and_adults,53
No,183,all_persons,2019-12-01,2019-12-31,Q14b,with_only_children,0
No,183,all_persons,2019-12-01,2019-12-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-12-01,2019-12-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-12-01,2019-12-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-12-01,2019-12-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-12-01,2019-12-31,Q14b,unknown_household_type,0
Data Not Collected,4,all_persons,2019-12-01,2019-12-31,Q14b,without_children,3
Data Not Collected,4,all_persons,2019-12-01,2019-12-31,Q14b,with_children_and_adults,1
Data Not Collected,4,all_persons,2019-12-01,2019-12-31,Q14b,with_only_children,0
Data Not Collected,4,all_persons,2019-12-01,2019-12-31,Q14b,unknown_household_type,0
