age_group,total,population,start_date,end_date,question,household_type,count
18 - 24,0,veterans,2019-12-01,2019-12-31,Q25d,without_children,0
18 - 24,0,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,0
18 - 24,0,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,0
25 - 34,5,veterans,2019-12-01,2019-12-31,Q25d,without_children,2
25 - 34,5,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,3
25 - 34,5,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,0
35 - 44,8,veterans,2019-12-01,2019-12-31,Q25d,without_children,7
35 - 44,8,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,1
35 - 44,8,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,0
45 - 54,4,veterans,2019-12-01,2019-12-31,Q25d,without_children,4
45 - 54,4,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,0
45 - 54,4,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,0
55 - 61,11,veterans,2019-12-01,2019-12-31,Q25d,without_children,9
55 - 61,11,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,1
55 - 61,11,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,1
62 +,20,veterans,2019-12-01,2019-12-31,Q25d,without_children,20
62 +,20,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,0
62 +,20,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,0
Client Doesn't Know/Client Refused,0,veterans,2019-12-01,2019-12-31,Q25d,without_children,0
Client Doesn't Know/Client Refused,0,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,0
Data Not Collected,0,veterans,2019-12-01,2019-12-31,Q25d,without_children,0
Data Not Collected,0,veterans,2019-12-01,2019-12-31,Q25d,with_children_and_adults,0
Data Not Collected,0,veterans,2019-12-01,2019-12-31,Q25d,unknown_household_type,0
