veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,17,all_persons,2019-12-01,2019-12-31,Q25a,without_children,17
Chronically Homeless Veteran,17,all_persons,2019-12-01,2019-12-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,17,all_persons,2019-12-01,2019-12-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,31,all_persons,2019-12-01,2019-12-31,Q25a,without_children,25
Non-Chronically Homeless Veteran,31,all_persons,2019-12-01,2019-12-31,Q25a,with_children_and_adults,5
Non-Chronically Homeless Veteran,31,all_persons,2019-12-01,2019-12-31,Q25a,unknown_household_type,1
Not a Veteran,832,all_persons,2019-12-01,2019-12-31,Q25a,without_children,619
Not a Veteran,832,all_persons,2019-12-01,2019-12-31,Q25a,with_children_and_adults,210
Not a Veteran,832,all_persons,2019-12-01,2019-12-31,Q25a,unknown_household_type,3
Client Doesn't Know/Client Refused,0,all_persons,2019-12-01,2019-12-31,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-12-01,2019-12-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-12-01,2019-12-31,Q25a,unknown_household_type,0
Data Not Collected,11,all_persons,2019-12-01,2019-12-31,Q25a,without_children,8
Data Not Collected,11,all_persons,2019-12-01,2019-12-31,Q25a,with_children_and_adults,3
Data Not Collected,11,all_persons,2019-12-01,2019-12-31,Q25a,unknown_household_type,0
