living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",110,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,without_children,75
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",110,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_children_and_adults,35
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",110,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",110,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,without_children,4
Transitional housing for homeless persons (including homeless youth),4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,158,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,without_children,141
Place not meant for human habitation,158,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_children_and_adults,17
Place not meant for human habitation,158,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,158,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,without_children,3
Safe Haven,4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_children_and_adults,1
Safe Haven,4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_only_children,0
Safe Haven,4,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,unknown_household_type,0
Host Home,1,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,without_children,1
Host Home,1,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_children_and_adults,0
Host Home,1,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,with_only_children,0
Host Home,1,all_persons,2019-12-01,2019-12-31,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,5,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,without_children,5
Psychiatric hospital or other psychiatric facility,5,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,5,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,5,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,6,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,without_children,6
Substance abuse treatment facility or detox center,6,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,6,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,6,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,15,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,without_children,15
Hospital or other residential non-psychiatric medical facility,15,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,15,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_only_children,0
Hospital or other residential non-psychiatric medical facility,15,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,unknown_household_type,0
"Jail, prison or juvenile detention facility",20,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,without_children,20
"Jail, prison or juvenile detention facility",20,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_children_and_adults,0
"Jail, prison or juvenile detention facility",20,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_only_children,0
"Jail, prison or juvenile detention facility",20,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,unknown_household_type,0
Foster care home or foster care group home,1,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,without_children,1
Foster care home or foster care group home,1,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_children_and_adults,0
Foster care home or foster care group home,1,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_only_children,0
Foster care home or foster care group home,1,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,unknown_household_type,0
Long-term care facility or nursing home,0,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,without_children,0
Long-term care facility or nursing home,0,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_children_and_adults,0
Long-term care facility or nursing home,0,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_only_children,0
Long-term care facility or nursing home,0,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,unknown_household_type,0
Residential project or halfway house with no homeless criteria,2,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,without_children,2
Residential project or halfway house with no homeless criteria,2,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_children_and_adults,0
Residential project or halfway house with no homeless criteria,2,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,with_only_children,0
Residential project or halfway house with no homeless criteria,2,all_persons,2019-12-01,2019-12-31,Q15,Institutional Settings,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,without_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,unknown_household_type,0
"Owned by client, no ongoing housing subsidy",10,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,without_children,10
"Owned by client, no ongoing housing subsidy",10,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,with_children_and_adults,0
"Owned by client, no ongoing housing subsidy",10,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,with_only_children,0
"Owned by client, no ongoing housing subsidy",10,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,unknown_household_type,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,without_children,1
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,with_children_and_adults,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,with_only_children,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",1,all_persons,2019-12-01,2019-12-31,Q15,Other Locations,without_children,0
