income_range,population,start_date,end_date,question,status,count
No Income,adults,2019-12-01,2019-12-31,Q16,income_at_start,295
No Income,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,10
No Income,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,86
$1 -  $150,adults,2019-12-01,2019-12-31,Q16,income_at_start,4
$1 -  $150,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2019-12-01,2019-12-31,Q16,income_at_start,4
$151 - $250,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,1
$251 - $500,adults,2019-12-01,2019-12-31,Q16,income_at_start,35
$251 - $500,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,8
$501 - $1000,adults,2019-12-01,2019-12-31,Q16,income_at_start,133
$501 - $1000,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,21
$501 - $1000,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,34
$1001 - $1500,adults,2019-12-01,2019-12-31,Q16,income_at_start,94
$1001 - $1500,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,15
$1001 - $1500,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,22
$1501 - $2000,adults,2019-12-01,2019-12-31,Q16,income_at_start,78
$1501 - $2000,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,8
$1501 - $2000,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,19
$2001+,adults,2019-12-01,2019-12-31,Q16,income_at_start,103
$2001+,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,5
$2001+,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,37
Client Doesn't Know/Client Refused,adults,2019-12-01,2019-12-31,Q16,income_at_start,1
Client Doesn't Know/Client Refused,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2019-12-01,2019-12-31,Q16,income_at_start,144
Data Not Collected,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,66
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-12-01,2019-12-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,448
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-12-01,2019-12-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,106
Number of Adult Stayers without Required Annual Assessment,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2019-12-01,2019-12-31,Q16,income_at_start,891
Total Adults,adults,2019-12-01,2019-12-31,Q16,income_at_latest_annual_assessment_for_stayers,617
Total Adults,adults,2019-12-01,2019-12-31,Q16,income_at_exit_for_leavers,274
