ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1118,all_persons,2019-12-01,2019-12-31,Q12b,without_children,632
Non-Hispanic/Non-Latin(a)(o)(x),1118,all_persons,2019-12-01,2019-12-31,Q12b,with_children_and_adults,463
Non-Hispanic/Non-Latin(a)(o)(x),1118,all_persons,2019-12-01,2019-12-31,Q12b,with_only_children,13
Non-Hispanic/Non-Latin(a)(o)(x),1118,all_persons,2019-12-01,2019-12-31,Q12b,unknown_household_type,10
Hispanic/Latin(a)(o)(x),103,all_persons,2019-12-01,2019-12-31,Q12b,without_children,35
Hispanic/Latin(a)(o)(x),103,all_persons,2019-12-01,2019-12-31,Q12b,with_children_and_adults,66
Hispanic/Latin(a)(o)(x),103,all_persons,2019-12-01,2019-12-31,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),103,all_persons,2019-12-01,2019-12-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2019-12-01,2019-12-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-12-01,2019-12-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2019-12-01,2019-12-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-12-01,2019-12-31,Q12b,unknown_household_type,0
Data Not Collected,6,all_persons,2019-12-01,2019-12-31,Q12b,without_children,2
Data Not Collected,6,all_persons,2019-12-01,2019-12-31,Q12b,with_children_and_adults,1
Data Not Collected,6,all_persons,2019-12-01,2019-12-31,Q12b,with_only_children,0
Data Not Collected,6,all_persons,2019-12-01,2019-12-31,Q12b,unknown_household_type,3
