"""Total Number of Persons Served""",532
"""Number of Adults (age 18 or over)""",403
"""Number of Children (under age 18)""",128
"""Number of Persons with Unknown Age""",1
"""Number of Leavers""",115
"""Number of Adult Leavers""",86
"""Number of Adult and Head of Household Leavers""",88
"""Number of Stayers""",417
"""Number of Adult Stayers""",317
"""Number of Veterans""",22
"""Number of Chronically Homeless Persons""",48
"""Number of Youth Under Age 25""",26
"""Number of Parenting Youth Under Age 25 with Children""",10
"""Number of Adult Heads of Household""",329
"""Number of Child and Unknown-Age Heads of Household""",2
"""Heads of Households and Adult Stayers in the Project 365 Days or More""",108
