length,total,population,start_date,end_date,question,status,count
30 days or less,388,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,245
30 days or less,388,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,143
31 to 60 days,57,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,7
31 to 60 days,57,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,50
61 to 90 days,106,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,3
61 to 90 days,106,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,103
91 to 180 days,269,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,6
91 to 180 days,269,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,263
181 to 365 days,405,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,0
181 to 365 days,405,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,405
366 to 730 Days (1-2 Yrs),251,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),251,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,251
"731 to 1,095 Days (2-3 Yrs)",181,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",181,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,181
"1,096 to 1,460 Days (3-4 Yrs)",207,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",207,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,207
"1,461 to 1,825 Days (5-5 Yrs)",64,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",64,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,64
"More than 1,825 Days (>5 Yrs)",74,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",74,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,74
Data Not Collected,0,all_persons,2022-08-01,2022-08-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2022-08-01,2022-08-31,Q22a1,stayers,0
