persons_served,total,population,start_date,end_date,question,household_type,count
Adults,1483,all_persons,2022-08-01,2022-08-31,Q7a,without_children,1145
Adults,1483,all_persons,2022-08-01,2022-08-31,Q7a,with_children_and_adults,330
Adults,1483,all_persons,2022-08-01,2022-08-31,Q7a,with_only_children,0
Adults,1483,all_persons,2022-08-01,2022-08-31,Q7a,unknown_household_type,8
Children,501,all_persons,2022-08-01,2022-08-31,Q7a,without_children,0
Children,501,all_persons,2022-08-01,2022-08-31,Q7a,with_children_and_adults,451
Children,501,all_persons,2022-08-01,2022-08-31,Q7a,with_only_children,50
Children,501,all_persons,2022-08-01,2022-08-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,5,all_persons,2022-08-01,2022-08-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,5,all_persons,2022-08-01,2022-08-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2022-08-01,2022-08-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,5,all_persons,2022-08-01,2022-08-31,Q7a,unknown_household_type,5
Data Not Collected,13,all_persons,2022-08-01,2022-08-31,Q7a,without_children,0
Data Not Collected,13,all_persons,2022-08-01,2022-08-31,Q7a,with_children_and_adults,0
Data Not Collected,13,all_persons,2022-08-01,2022-08-31,Q7a,with_only_children,0
Data Not Collected,13,all_persons,2022-08-01,2022-08-31,Q7a,unknown_household_type,13
For PSH and RRH - the total persons served who moved into housing,109,all_persons,2022-08-01,2022-08-31,Q7a,without_children,71
For PSH and RRH - the total persons served who moved into housing,109,all_persons,2022-08-01,2022-08-31,Q7a,with_children_and_adults,38
For PSH and RRH - the total persons served who moved into housing,109,all_persons,2022-08-01,2022-08-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,109,all_persons,2022-08-01,2022-08-31,Q7a,unknown_household_type,0
