ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),451,all_persons,2017-05-01,2017-05-31,Q12b,without_children,246
Non-Hispanic/Non-Latin(a)(o)(x),451,all_persons,2017-05-01,2017-05-31,Q12b,with_children_and_adults,194
Non-Hispanic/Non-Latin(a)(o)(x),451,all_persons,2017-05-01,2017-05-31,Q12b,with_only_children,10
Non-Hispanic/Non-Latin(a)(o)(x),451,all_persons,2017-05-01,2017-05-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),49,all_persons,2017-05-01,2017-05-31,Q12b,without_children,26
Hispanic/Latin(a)(o)(x),49,all_persons,2017-05-01,2017-05-31,Q12b,with_children_and_adults,22
Hispanic/Latin(a)(o)(x),49,all_persons,2017-05-01,2017-05-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),49,all_persons,2017-05-01,2017-05-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q12b,unknown_household_type,0
Data Not Collected,3,all_persons,2017-05-01,2017-05-31,Q12b,without_children,1
Data Not Collected,3,all_persons,2017-05-01,2017-05-31,Q12b,with_children_and_adults,0
Data Not Collected,3,all_persons,2017-05-01,2017-05-31,Q12b,with_only_children,0
Data Not Collected,3,all_persons,2017-05-01,2017-05-31,Q12b,unknown_household_type,2
