dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,8,all_persons,2017-05-01,2017-05-31,Q14b,without_children,5
Yes,8,all_persons,2017-05-01,2017-05-31,Q14b,with_children_and_adults,3
Yes,8,all_persons,2017-05-01,2017-05-31,Q14b,with_only_children,0
Yes,8,all_persons,2017-05-01,2017-05-31,Q14b,unknown_household_type,0
No,37,all_persons,2017-05-01,2017-05-31,Q14b,without_children,19
No,37,all_persons,2017-05-01,2017-05-31,Q14b,with_children_and_adults,18
No,37,all_persons,2017-05-01,2017-05-31,Q14b,with_only_children,0
No,37,all_persons,2017-05-01,2017-05-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q14b,unknown_household_type,0
Data Not Collected,6,all_persons,2017-05-01,2017-05-31,Q14b,without_children,5
Data Not Collected,6,all_persons,2017-05-01,2017-05-31,Q14b,with_children_and_adults,1
Data Not Collected,6,all_persons,2017-05-01,2017-05-31,Q14b,with_only_children,0
Data Not Collected,6,all_persons,2017-05-01,2017-05-31,Q14b,unknown_household_type,0
