conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,115,20,5,start,2017-05-01,2017-05-31,Q13a1,without_children,89
Mental Health Disorder,115,20,5,start,2017-05-01,2017-05-31,Q13a1,with_only_children,1
Mental Health Disorder,115,20,5,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,16,0,0,start,2017-05-01,2017-05-31,Q13a1,without_children,16
Alcohol Use Disorder,16,0,0,start,2017-05-01,2017-05-31,Q13a1,with_only_children,0
Alcohol Use Disorder,16,0,0,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
Drug Use Disorder,9,2,0,start,2017-05-01,2017-05-31,Q13a1,without_children,7
Drug Use Disorder,9,2,0,start,2017-05-01,2017-05-31,Q13a1,with_only_children,0
Drug Use Disorder,9,2,0,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,0,0,start,2017-05-01,2017-05-31,Q13a1,without_children,17
Both Alcohol and Drug Use Disorders,18,0,0,start,2017-05-01,2017-05-31,Q13a1,with_only_children,1
Both Alcohol and Drug Use Disorders,18,0,0,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
Chronic Health Condition,52,6,4,start,2017-05-01,2017-05-31,Q13a1,without_children,42
Chronic Health Condition,52,6,4,start,2017-05-01,2017-05-31,Q13a1,with_only_children,0
Chronic Health Condition,52,6,4,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
HIV/AIDS,100,1,0,start,2017-05-01,2017-05-31,Q13a1,without_children,99
HIV/AIDS,100,1,0,start,2017-05-01,2017-05-31,Q13a1,with_only_children,0
HIV/AIDS,100,1,0,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
Development Disability,25,4,12,start,2017-05-01,2017-05-31,Q13a1,without_children,9
Development Disability,25,4,12,start,2017-05-01,2017-05-31,Q13a1,with_only_children,0
Development Disability,25,4,12,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
Physical Disability,67,17,0,start,2017-05-01,2017-05-31,Q13a1,without_children,50
Physical Disability,67,17,0,start,2017-05-01,2017-05-31,Q13a1,with_only_children,0
Physical Disability,67,17,0,start,2017-05-01,2017-05-31,Q13a1,unknown_household_type,0
