length_participation,total,population,start_date,end_date,question,status,count
30 days or less,5,youth,2017-05-01,2017-05-31,Q27e,leavers,1
30 days or less,5,youth,2017-05-01,2017-05-31,Q27e,stayers,4
31 to 60 days,2,youth,2017-05-01,2017-05-31,Q27e,leavers,1
31 to 60 days,2,youth,2017-05-01,2017-05-31,Q27e,stayers,1
61 to 90 days,0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
61 to 90 days,0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
91 to 180 days,1,youth,2017-05-01,2017-05-31,Q27e,leavers,0
91 to 180 days,1,youth,2017-05-01,2017-05-31,Q27e,stayers,1
181 to 365 days,3,youth,2017-05-01,2017-05-31,Q27e,leavers,0
181 to 365 days,3,youth,2017-05-01,2017-05-31,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),1,youth,2017-05-01,2017-05-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2017-05-01,2017-05-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-05-01,2017-05-31,Q27e,stayers,2
Data Not Collected,0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
