time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,44,all_persons,2017-05-01,2017-05-31,Q22e,without_children,34
7 days or less,44,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,10
7 days or less,44,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
7 days or less,44,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
8 to 14 days,3,all_persons,2017-05-01,2017-05-31,Q22e,without_children,0
8 to 14 days,3,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,3
8 to 14 days,3,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
8 to 14 days,3,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
15 to 21 days,6,all_persons,2017-05-01,2017-05-31,Q22e,without_children,3
15 to 21 days,6,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,3
15 to 21 days,6,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
15 to 21 days,6,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
22 to 30 days,9,all_persons,2017-05-01,2017-05-31,Q22e,without_children,4
22 to 30 days,9,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,5
22 to 30 days,9,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
22 to 30 days,9,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
31 to 60 days,24,all_persons,2017-05-01,2017-05-31,Q22e,without_children,9
31 to 60 days,24,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,15
31 to 60 days,24,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
31 to 60 days,24,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
61 to 180 days,43,all_persons,2017-05-01,2017-05-31,Q22e,without_children,16
61 to 180 days,43,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,26
61 to 180 days,43,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,1
61 to 180 days,43,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
181 to 365 days,17,all_persons,2017-05-01,2017-05-31,Q22e,without_children,10
181 to 365 days,17,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,7
181 to 365 days,17,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
181 to 365 days,17,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),23,all_persons,2017-05-01,2017-05-31,Q22e,without_children,20
366-730 days (1-2 years),23,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,3
366-730 days (1-2 years),23,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
366-730 days (1-2 years),23,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
731 days or more,24,all_persons,2017-05-01,2017-05-31,Q22e,without_children,24
731 days or more,24,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,0
731 days or more,24,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
731 days or more,24,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
Total (persons moved into housing),193,all_persons,2017-05-01,2017-05-31,Q22e,without_children,120
Total (persons moved into housing),193,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,72
Total (persons moved into housing),193,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,1
Total (persons moved into housing),193,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
Not yet moved into housing,20,all_persons,2017-05-01,2017-05-31,Q22e,without_children,5
Not yet moved into housing,20,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,15
Not yet moved into housing,20,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
Not yet moved into housing,20,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
Data not collected,10,all_persons,2017-05-01,2017-05-31,Q22e,without_children,5
Data not collected,10,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,5
Data not collected,10,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,0
Data not collected,10,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
Total persons,223,all_persons,2017-05-01,2017-05-31,Q22e,without_children,130
Total persons,223,all_persons,2017-05-01,2017-05-31,Q22e,with_children_and_adults,92
Total persons,223,all_persons,2017-05-01,2017-05-31,Q22e,with_only_children,1
Total persons,223,all_persons,2017-05-01,2017-05-31,Q22e,unknown_household_type,0
