conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,30
Mental Health Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,29
Mental Health Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,1
Alcohol Use Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,9
Alcohol Use Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,8
Alcohol Use Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,1
Drug Use Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,2
Drug Use Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,15
Chronic Health Condition,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,15
Chronic Health Condition,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,1
HIV/AIDS,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,4
Development Disability,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,4
Development Disability,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_start,19
Physical Disability,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_latest_assessment_for_stayers,17
Physical Disability,chronically_homeless,2017-05-01,2017-05-31,Q26e,conditions_at_exit_for_leavers,2
