gender_identity,total,population,start_date,end_date,question,household_type,count
Male,218,adults,2017-05-01,2017-05-31,Q10a,without_children,187
Male,218,adults,2017-05-01,2017-05-31,Q10a,with_children_and_adults,30
Male,218,adults,2017-05-01,2017-05-31,Q10a,unknown_household_type,1
Female,150,adults,2017-05-01,2017-05-31,Q10a,without_children,84
Female,150,adults,2017-05-01,2017-05-31,Q10a,with_children_and_adults,66
Female,150,adults,2017-05-01,2017-05-31,Q10a,unknown_household_type,0
No Single Gender,0,adults,2017-05-01,2017-05-31,Q10a,without_children,0
No Single Gender,0,adults,2017-05-01,2017-05-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2017-05-01,2017-05-31,Q10a,unknown_household_type,0
Questioning,0,adults,2017-05-01,2017-05-31,Q10a,without_children,0
Questioning,0,adults,2017-05-01,2017-05-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2017-05-01,2017-05-31,Q10a,unknown_household_type,0
Transgender,2,adults,2017-05-01,2017-05-31,Q10a,without_children,2
Transgender,2,adults,2017-05-01,2017-05-31,Q10a,with_children_and_adults,0
Transgender,2,adults,2017-05-01,2017-05-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2017-05-01,2017-05-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2017-05-01,2017-05-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2017-05-01,2017-05-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2017-05-01,2017-05-31,Q10a,without_children,0
Data Not Collected,0,adults,2017-05-01,2017-05-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2017-05-01,2017-05-31,Q10a,unknown_household_type,0
