dv_history,total,population,start_date,end_date,question,household_type,count
Yes,51,all_persons,2017-05-01,2017-05-31,Q14a,without_children,29
Yes,51,all_persons,2017-05-01,2017-05-31,Q14a,with_children_and_adults,22
Yes,51,all_persons,2017-05-01,2017-05-31,Q14a,with_only_children,0
Yes,51,all_persons,2017-05-01,2017-05-31,Q14a,unknown_household_type,0
No,289,all_persons,2017-05-01,2017-05-31,Q14a,without_children,215
No,289,all_persons,2017-05-01,2017-05-31,Q14a,with_children_and_adults,73
No,289,all_persons,2017-05-01,2017-05-31,Q14a,with_only_children,1
No,289,all_persons,2017-05-01,2017-05-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2017-05-01,2017-05-31,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2017-05-01,2017-05-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2017-05-01,2017-05-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2017-05-01,2017-05-31,Q14a,unknown_household_type,0
Data Not Collected,29,all_persons,2017-05-01,2017-05-31,Q14a,without_children,27
Data Not Collected,29,all_persons,2017-05-01,2017-05-31,Q14a,with_children_and_adults,1
Data Not Collected,29,all_persons,2017-05-01,2017-05-31,Q14a,with_only_children,0
Data Not Collected,29,all_persons,2017-05-01,2017-05-31,Q14a,unknown_household_type,1
