count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,178,49,82,all_persons,2017-05-01,2017-05-31,Q13c2,without_children,39
None,178,49,82,all_persons,2017-05-01,2017-05-31,Q13c2,with_only_children,8
None,178,49,82,all_persons,2017-05-01,2017-05-31,Q13c2,unknown_household_type,0
1 Condition,137,19,11,all_persons,2017-05-01,2017-05-31,Q13c2,without_children,107
1 Condition,137,19,11,all_persons,2017-05-01,2017-05-31,Q13c2,with_only_children,0
1 Condition,137,19,11,all_persons,2017-05-01,2017-05-31,Q13c2,unknown_household_type,0
2 Conditions,66,9,3,all_persons,2017-05-01,2017-05-31,Q13c2,without_children,54
2 Conditions,66,9,3,all_persons,2017-05-01,2017-05-31,Q13c2,with_only_children,0
2 Conditions,66,9,3,all_persons,2017-05-01,2017-05-31,Q13c2,unknown_household_type,0
3+ Conditions,36,2,0,all_persons,2017-05-01,2017-05-31,Q13c2,without_children,33
3+ Conditions,36,2,0,all_persons,2017-05-01,2017-05-31,Q13c2,with_only_children,1
3+ Conditions,36,2,0,all_persons,2017-05-01,2017-05-31,Q13c2,unknown_household_type,0
Condition Unknown,1,0,0,all_persons,2017-05-01,2017-05-31,Q13c2,without_children,1
Condition Unknown,1,0,0,all_persons,2017-05-01,2017-05-31,Q13c2,with_only_children,0
Condition Unknown,1,0,0,all_persons,2017-05-01,2017-05-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-05-01,2017-05-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-05-01,2017-05-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2017-05-01,2017-05-31,Q13c2,unknown_household_type,0
Data Not Collected,18,2,6,all_persons,2017-05-01,2017-05-31,Q13c2,without_children,5
Data Not Collected,18,2,6,all_persons,2017-05-01,2017-05-31,Q13c2,with_only_children,2
Data Not Collected,18,2,6,all_persons,2017-05-01,2017-05-31,Q13c2,unknown_household_type,3
