persons_served,total,population,start_date,end_date,question,household_type,count
Adults,370,all_persons,2017-05-01,2017-05-31,Q7a,without_children,273
Adults,370,all_persons,2017-05-01,2017-05-31,Q7a,with_children_and_adults,96
Adults,370,all_persons,2017-05-01,2017-05-31,Q7a,with_only_children,0
Adults,370,all_persons,2017-05-01,2017-05-31,Q7a,unknown_household_type,1
Children,131,all_persons,2017-05-01,2017-05-31,Q7a,without_children,0
Children,131,all_persons,2017-05-01,2017-05-31,Q7a,with_children_and_adults,120
Children,131,all_persons,2017-05-01,2017-05-31,Q7a,with_only_children,11
Children,131,all_persons,2017-05-01,2017-05-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-05-01,2017-05-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2017-05-01,2017-05-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2017-05-01,2017-05-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-05-01,2017-05-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2017-05-01,2017-05-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2017-05-01,2017-05-31,Q7a,without_children,71
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2017-05-01,2017-05-31,Q7a,with_children_and_adults,50
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2017-05-01,2017-05-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,121,all_persons,2017-05-01,2017-05-31,Q7a,unknown_household_type,0
