number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,90
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,23
Adults with Only Other Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,130
Adults with Only Other Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,24
Adults with Only Other Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,24
Adults with Both Earned and Other Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,12
Adults with Both Earned and Other Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,3
Adults with No Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,179
Adults with No Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,56
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,3
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,3
Adults with Missing Income Information,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,16
Adults with Missing Income Information,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,4
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,205
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,68
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,430
Total Adults,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,317
Total Adults,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,113
1 or More Source of Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,253
1 or More Source of Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,33
1 or More Source of Income,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,57
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_annual_assessment_stayers,44
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-11-01,2017-11-30,Q18,number_of_adults_at_exit_leavers,0
