gender_identity,total,population,start_date,end_date,question,household_type,count
Male,30,veterans,2017-11-01,2017-11-30,Q25c,without_children,29
Male,30,veterans,2017-11-01,2017-11-30,Q25c,with_children_and_adults,1
Male,30,veterans,2017-11-01,2017-11-30,Q25c,unknown_household_type,0
Female,5,veterans,2017-11-01,2017-11-30,Q25c,without_children,1
Female,5,veterans,2017-11-01,2017-11-30,Q25c,with_children_and_adults,4
Female,5,veterans,2017-11-01,2017-11-30,Q25c,unknown_household_type,0
No Single Gender,0,veterans,2017-11-01,2017-11-30,Q25c,without_children,0
No Single Gender,0,veterans,2017-11-01,2017-11-30,Q25c,with_children_and_adults,0
No Single Gender,0,veterans,2017-11-01,2017-11-30,Q25c,unknown_household_type,0
Questioning,0,veterans,2017-11-01,2017-11-30,Q25c,without_children,0
Questioning,0,veterans,2017-11-01,2017-11-30,Q25c,with_children_and_adults,0
Questioning,0,veterans,2017-11-01,2017-11-30,Q25c,unknown_household_type,0
Transgender,0,veterans,2017-11-01,2017-11-30,Q25c,without_children,0
Transgender,0,veterans,2017-11-01,2017-11-30,Q25c,with_children_and_adults,0
Transgender,0,veterans,2017-11-01,2017-11-30,Q25c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,veterans,2017-11-01,2017-11-30,Q25c,without_children,0
Client Doesn't Know/Client Refused,0,veterans,2017-11-01,2017-11-30,Q25c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,veterans,2017-11-01,2017-11-30,Q25c,unknown_household_type,0
Data Not Collected,0,veterans,2017-11-01,2017-11-30,Q25c,without_children,0
Data Not Collected,0,veterans,2017-11-01,2017-11-30,Q25c,with_children_and_adults,0
Data Not Collected,0,veterans,2017-11-01,2017-11-30,Q25c,unknown_household_type,0
