length,total,population,start_date,end_date,question,status,count
30 days or less,196,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,97
30 days or less,196,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,99
31 to 60 days,92,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,20
31 to 60 days,92,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,72
61 to 90 days,56,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,6
61 to 90 days,56,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,50
91 to 180 days,90,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,25
91 to 180 days,90,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,65
181 to 365 days,31,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,4
181 to 365 days,31,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,27
366 to 730 Days (1-2 Yrs),54,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,3
366 to 730 Days (1-2 Yrs),54,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,51
"731 to 1,095 Days (2-3 Yrs)",17,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",17,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,17
"1,096 to 1,460 Days (3-4 Yrs)",3,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",3,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,3
"1,461 to 1,825 Days (5-5 Yrs)",5,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,5
"More than 1,825 Days (>5 Yrs)",50,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,1
"More than 1,825 Days (>5 Yrs)",50,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,49
Data Not Collected,0,all_persons,2017-11-01,2017-11-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2017-11-01,2017-11-30,Q22a1,stayers,0
