time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,41,all_persons,2017-11-01,2017-11-30,Q22e,without_children,38
7 days or less,41,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,3
7 days or less,41,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
7 days or less,41,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
8 to 14 days,17,all_persons,2017-11-01,2017-11-30,Q22e,without_children,7
8 to 14 days,17,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,10
8 to 14 days,17,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
8 to 14 days,17,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
15 to 21 days,19,all_persons,2017-11-01,2017-11-30,Q22e,without_children,5
15 to 21 days,19,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,14
15 to 21 days,19,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
15 to 21 days,19,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
22 to 30 days,17,all_persons,2017-11-01,2017-11-30,Q22e,without_children,8
22 to 30 days,17,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,9
22 to 30 days,17,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
22 to 30 days,17,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
31 to 60 days,53,all_persons,2017-11-01,2017-11-30,Q22e,without_children,29
31 to 60 days,53,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,24
31 to 60 days,53,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
31 to 60 days,53,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
61 to 180 days,66,all_persons,2017-11-01,2017-11-30,Q22e,without_children,33
61 to 180 days,66,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,33
61 to 180 days,66,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
61 to 180 days,66,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
181 to 365 days,21,all_persons,2017-11-01,2017-11-30,Q22e,without_children,12
181 to 365 days,21,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,8
181 to 365 days,21,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,1
181 to 365 days,21,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
366-730 days (1-2 years),31,all_persons,2017-11-01,2017-11-30,Q22e,without_children,24
366-730 days (1-2 years),31,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,7
366-730 days (1-2 years),31,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
366-730 days (1-2 years),31,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
731 days or more,32,all_persons,2017-11-01,2017-11-30,Q22e,without_children,30
731 days or more,32,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,2
731 days or more,32,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
731 days or more,32,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
Total (persons moved into housing),297,all_persons,2017-11-01,2017-11-30,Q22e,without_children,186
Total (persons moved into housing),297,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,110
Total (persons moved into housing),297,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,1
Total (persons moved into housing),297,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
Not yet moved into housing,9,all_persons,2017-11-01,2017-11-30,Q22e,without_children,2
Not yet moved into housing,9,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,7
Not yet moved into housing,9,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
Not yet moved into housing,9,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
Data not collected,14,all_persons,2017-11-01,2017-11-30,Q22e,without_children,12
Data not collected,14,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,2
Data not collected,14,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,0
Data not collected,14,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
Total persons,320,all_persons,2017-11-01,2017-11-30,Q22e,without_children,200
Total persons,320,all_persons,2017-11-01,2017-11-30,Q22e,with_children_and_adults,119
Total persons,320,all_persons,2017-11-01,2017-11-30,Q22e,with_only_children,1
Total persons,320,all_persons,2017-11-01,2017-11-30,Q22e,unknown_household_type,0
