conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,125,13,7,start,2017-11-01,2017-11-30,Q13a1,without_children,104
Mental Health Disorder,125,13,7,start,2017-11-01,2017-11-30,Q13a1,with_only_children,1
Mental Health Disorder,125,13,7,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,20,0,0,start,2017-11-01,2017-11-30,Q13a1,without_children,20
Alcohol Use Disorder,20,0,0,start,2017-11-01,2017-11-30,Q13a1,with_only_children,0
Alcohol Use Disorder,20,0,0,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
Drug Use Disorder,10,2,0,start,2017-11-01,2017-11-30,Q13a1,without_children,8
Drug Use Disorder,10,2,0,start,2017-11-01,2017-11-30,Q13a1,with_only_children,0
Drug Use Disorder,10,2,0,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,23,1,0,start,2017-11-01,2017-11-30,Q13a1,without_children,21
Both Alcohol and Drug Use Disorders,23,1,0,start,2017-11-01,2017-11-30,Q13a1,with_only_children,1
Both Alcohol and Drug Use Disorders,23,1,0,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
Chronic Health Condition,64,12,6,start,2017-11-01,2017-11-30,Q13a1,without_children,46
Chronic Health Condition,64,12,6,start,2017-11-01,2017-11-30,Q13a1,with_only_children,0
Chronic Health Condition,64,12,6,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
HIV/AIDS,82,1,0,start,2017-11-01,2017-11-30,Q13a1,without_children,81
HIV/AIDS,82,1,0,start,2017-11-01,2017-11-30,Q13a1,with_only_children,0
HIV/AIDS,82,1,0,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
Development Disability,28,3,11,start,2017-11-01,2017-11-30,Q13a1,without_children,14
Development Disability,28,3,11,start,2017-11-01,2017-11-30,Q13a1,with_only_children,0
Development Disability,28,3,11,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
Physical Disability,95,14,2,start,2017-11-01,2017-11-30,Q13a1,without_children,79
Physical Disability,95,14,2,start,2017-11-01,2017-11-30,Q13a1,with_only_children,0
Physical Disability,95,14,2,start,2017-11-01,2017-11-30,Q13a1,unknown_household_type,0
