veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,20,all_households,2017-11-01,2017-11-30,Q25b,without_children,20
Chronically Homeless Veteran,20,all_households,2017-11-01,2017-11-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,20,all_households,2017-11-01,2017-11-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,11,all_households,2017-11-01,2017-11-30,Q25b,without_children,8
Non-Chronically Homeless Veteran,11,all_households,2017-11-01,2017-11-30,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,11,all_households,2017-11-01,2017-11-30,Q25b,unknown_household_type,0
Not a Veteran,316,all_households,2017-11-01,2017-11-30,Q25b,without_children,254
Not a Veteran,316,all_households,2017-11-01,2017-11-30,Q25b,with_children_and_adults,62
Not a Veteran,316,all_households,2017-11-01,2017-11-30,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2017-11-01,2017-11-30,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2017-11-01,2017-11-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2017-11-01,2017-11-30,Q25b,unknown_household_type,0
Data Not Collected,8,all_households,2017-11-01,2017-11-30,Q25b,without_children,7
Data Not Collected,8,all_households,2017-11-01,2017-11-30,Q25b,with_children_and_adults,1
Data Not Collected,8,all_households,2017-11-01,2017-11-30,Q25b,unknown_household_type,0
