persons_served,total,population,start_date,end_date,question,household_type,count
Adults,1484,all_persons,2022-06-01,2022-06-30,Q7a,without_children,1166
Adults,1484,all_persons,2022-06-01,2022-06-30,Q7a,with_children_and_adults,313
Adults,1484,all_persons,2022-06-01,2022-06-30,Q7a,with_only_children,0
Adults,1484,all_persons,2022-06-01,2022-06-30,Q7a,unknown_household_type,5
Children,490,all_persons,2022-06-01,2022-06-30,Q7a,without_children,0
Children,490,all_persons,2022-06-01,2022-06-30,Q7a,with_children_and_adults,442
Children,490,all_persons,2022-06-01,2022-06-30,Q7a,with_only_children,48
Children,490,all_persons,2022-06-01,2022-06-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,5,all_persons,2022-06-01,2022-06-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,5,all_persons,2022-06-01,2022-06-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2022-06-01,2022-06-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,5,all_persons,2022-06-01,2022-06-30,Q7a,unknown_household_type,5
Data Not Collected,10,all_persons,2022-06-01,2022-06-30,Q7a,without_children,0
Data Not Collected,10,all_persons,2022-06-01,2022-06-30,Q7a,with_children_and_adults,0
Data Not Collected,10,all_persons,2022-06-01,2022-06-30,Q7a,with_only_children,0
Data Not Collected,10,all_persons,2022-06-01,2022-06-30,Q7a,unknown_household_type,10
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2022-06-01,2022-06-30,Q7a,without_children,95
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2022-06-01,2022-06-30,Q7a,with_children_and_adults,34
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2022-06-01,2022-06-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,129,all_persons,2022-06-01,2022-06-30,Q7a,unknown_household_type,0
