conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,50,2,1,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,47
Mental Health Disorder,50,2,1,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
Mental Health Disorder,50,2,1,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,8,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,8
Alcohol Use Disorder,8,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
Alcohol Use Disorder,8,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
Drug Use Disorder,12,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,12
Drug Use Disorder,12,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
Drug Use Disorder,12,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,5,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,5
Both Alcohol and Drug Use Disorders,5,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,5,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
Chronic Health Condition,29,3,1,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,25
Chronic Health Condition,29,3,1,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
Chronic Health Condition,29,3,1,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
HIV/AIDS,2,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,2
HIV/AIDS,2,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
HIV/AIDS,2,0,0,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
Development Disability,10,1,4,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,5
Development Disability,10,1,4,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
Development Disability,10,1,4,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
Physical Disability,34,2,1,all_persons,2022-06-01,2022-06-30,Q13b1,without_children,31
Physical Disability,34,2,1,all_persons,2022-06-01,2022-06-30,Q13b1,with_only_children,0
Physical Disability,34,2,1,all_persons,2022-06-01,2022-06-30,Q13b1,unknown_household_type,0
