gender_identity,total,population,start_date,end_date,question,household_type,count
Male,75,veterans,2022-06-01,2022-06-30,Q25c,without_children,72
Male,75,veterans,2022-06-01,2022-06-30,Q25c,with_children_and_adults,3
Male,75,veterans,2022-06-01,2022-06-30,Q25c,unknown_household_type,0
Female,11,veterans,2022-06-01,2022-06-30,Q25c,without_children,7
Female,11,veterans,2022-06-01,2022-06-30,Q25c,with_children_and_adults,4
Female,11,veterans,2022-06-01,2022-06-30,Q25c,unknown_household_type,0
No Single Gender,0,veterans,2022-06-01,2022-06-30,Q25c,without_children,0
No Single Gender,0,veterans,2022-06-01,2022-06-30,Q25c,with_children_and_adults,0
No Single Gender,0,veterans,2022-06-01,2022-06-30,Q25c,unknown_household_type,0
Questioning,1,veterans,2022-06-01,2022-06-30,Q25c,without_children,1
Questioning,1,veterans,2022-06-01,2022-06-30,Q25c,with_children_and_adults,0
Questioning,1,veterans,2022-06-01,2022-06-30,Q25c,unknown_household_type,0
Transgender,1,veterans,2022-06-01,2022-06-30,Q25c,without_children,1
Transgender,1,veterans,2022-06-01,2022-06-30,Q25c,with_children_and_adults,0
Transgender,1,veterans,2022-06-01,2022-06-30,Q25c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,veterans,2022-06-01,2022-06-30,Q25c,without_children,0
Client Doesn't Know/Client Refused,0,veterans,2022-06-01,2022-06-30,Q25c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,veterans,2022-06-01,2022-06-30,Q25c,unknown_household_type,0
Data Not Collected,0,veterans,2022-06-01,2022-06-30,Q25c,without_children,0
Data Not Collected,0,veterans,2022-06-01,2022-06-30,Q25c,with_children_and_adults,0
Data Not Collected,0,veterans,2022-06-01,2022-06-30,Q25c,unknown_household_type,0
