ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,189,all_households,2022-06-01,2022-06-30,Q26a,without_children,184
Chronically Homeless ,189,all_households,2022-06-01,2022-06-30,Q26a,with_children_and_adults,4
Chronically Homeless ,189,all_households,2022-06-01,2022-06-30,Q26a,with_only_children,0
Chronically Homeless ,189,all_households,2022-06-01,2022-06-30,Q26a,unknown_household_type,1
Not Chronically Homeless,926,all_households,2022-06-01,2022-06-30,Q26a,without_children,747
Not Chronically Homeless,926,all_households,2022-06-01,2022-06-30,Q26a,with_children_and_adults,178
Not Chronically Homeless,926,all_households,2022-06-01,2022-06-30,Q26a,with_only_children,0
Not Chronically Homeless,926,all_households,2022-06-01,2022-06-30,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,28,all_households,2022-06-01,2022-06-30,Q26a,without_children,28
Client Doesn't Know/Client Refused,28,all_households,2022-06-01,2022-06-30,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,28,all_households,2022-06-01,2022-06-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,28,all_households,2022-06-01,2022-06-30,Q26a,unknown_household_type,0
Data Not Collected,66,all_households,2022-06-01,2022-06-30,Q26a,without_children,51
Data Not Collected,66,all_households,2022-06-01,2022-06-30,Q26a,with_children_and_adults,12
Data Not Collected,66,all_households,2022-06-01,2022-06-30,Q26a,with_only_children,0
Data Not Collected,66,all_households,2022-06-01,2022-06-30,Q26a,unknown_household_type,3
