count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,926,216,270,all_persons,2022-06-01,2022-06-30,Q13a2,without_children,407
None,926,216,270,all_persons,2022-06-01,2022-06-30,Q13a2,with_only_children,23
None,926,216,270,all_persons,2022-06-01,2022-06-30,Q13a2,unknown_household_type,10
1 Condition,384,33,15,all_persons,2022-06-01,2022-06-30,Q13a2,without_children,334
1 Condition,384,33,15,all_persons,2022-06-01,2022-06-30,Q13a2,with_only_children,0
1 Condition,384,33,15,all_persons,2022-06-01,2022-06-30,Q13a2,unknown_household_type,2
2 Conditions,168,9,3,all_persons,2022-06-01,2022-06-30,Q13a2,without_children,155
2 Conditions,168,9,3,all_persons,2022-06-01,2022-06-30,Q13a2,with_only_children,0
2 Conditions,168,9,3,all_persons,2022-06-01,2022-06-30,Q13a2,unknown_household_type,1
3+ Conditions,132,2,0,all_persons,2022-06-01,2022-06-30,Q13a2,without_children,130
3+ Conditions,132,2,0,all_persons,2022-06-01,2022-06-30,Q13a2,with_only_children,0
3+ Conditions,132,2,0,all_persons,2022-06-01,2022-06-30,Q13a2,unknown_household_type,0
Condition Unknown,121,15,7,all_persons,2022-06-01,2022-06-30,Q13a2,without_children,98
Condition Unknown,121,15,7,all_persons,2022-06-01,2022-06-30,Q13a2,with_only_children,1
Condition Unknown,121,15,7,all_persons,2022-06-01,2022-06-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,6,0,0,all_persons,2022-06-01,2022-06-30,Q13a2,without_children,6
Client Doesn't Know/Client Refused,6,0,0,all_persons,2022-06-01,2022-06-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,6,0,0,all_persons,2022-06-01,2022-06-30,Q13a2,unknown_household_type,0
Data Not Collected,252,38,147,all_persons,2022-06-01,2022-06-30,Q13a2,without_children,36
Data Not Collected,252,38,147,all_persons,2022-06-01,2022-06-30,Q13a2,with_only_children,24
Data Not Collected,252,38,147,all_persons,2022-06-01,2022-06-30,Q13a2,unknown_household_type,7
