dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,70,all_persons,2022-06-01,2022-06-30,Q14b,without_children,56
Yes,70,all_persons,2022-06-01,2022-06-30,Q14b,with_children_and_adults,14
Yes,70,all_persons,2022-06-01,2022-06-30,Q14b,with_only_children,0
Yes,70,all_persons,2022-06-01,2022-06-30,Q14b,unknown_household_type,0
No,257,all_persons,2022-06-01,2022-06-30,Q14b,without_children,202
No,257,all_persons,2022-06-01,2022-06-30,Q14b,with_children_and_adults,55
No,257,all_persons,2022-06-01,2022-06-30,Q14b,with_only_children,0
No,257,all_persons,2022-06-01,2022-06-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2022-06-01,2022-06-30,Q14b,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2022-06-01,2022-06-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2022-06-01,2022-06-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2022-06-01,2022-06-30,Q14b,unknown_household_type,0
Data Not Collected,16,all_persons,2022-06-01,2022-06-30,Q14b,without_children,13
Data Not Collected,16,all_persons,2022-06-01,2022-06-30,Q14b,with_children_and_adults,3
Data Not Collected,16,all_persons,2022-06-01,2022-06-30,Q14b,with_only_children,0
Data Not Collected,16,all_persons,2022-06-01,2022-06-30,Q14b,unknown_household_type,0
