conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,300,21,1,stayers,2022-06-01,2022-06-30,Q13c1,without_children,276
Mental Health Disorder,300,21,1,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
Mental Health Disorder,300,21,1,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,2
Alcohol Use Disorder,55,0,0,stayers,2022-06-01,2022-06-30,Q13c1,without_children,54
Alcohol Use Disorder,55,0,0,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
Alcohol Use Disorder,55,0,0,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,1
Drug Use Disorder,49,3,0,stayers,2022-06-01,2022-06-30,Q13c1,without_children,46
Drug Use Disorder,49,3,0,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
Drug Use Disorder,49,3,0,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,56,0,0,stayers,2022-06-01,2022-06-30,Q13c1,without_children,56
Both Alcohol and Drug Use Disorders,56,0,0,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,56,0,0,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,0
Chronic Health Condition,157,7,1,stayers,2022-06-01,2022-06-30,Q13c1,without_children,149
Chronic Health Condition,157,7,1,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
Chronic Health Condition,157,7,1,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,0
HIV/AIDS,102,7,0,stayers,2022-06-01,2022-06-30,Q13c1,without_children,95
HIV/AIDS,102,7,0,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
HIV/AIDS,102,7,0,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,0
Development Disability,61,3,12,stayers,2022-06-01,2022-06-30,Q13c1,without_children,45
Development Disability,61,3,12,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
Development Disability,61,3,12,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,1
Physical Disability,188,9,0,stayers,2022-06-01,2022-06-30,Q13c1,without_children,179
Physical Disability,188,9,0,stayers,2022-06-01,2022-06-30,Q13c1,with_only_children,0
Physical Disability,188,9,0,stayers,2022-06-01,2022-06-30,Q13c1,unknown_household_type,0
