conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,103
Mental Health Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,92
Mental Health Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,11
Alcohol Use Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,24
Alcohol Use Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,22
Alcohol Use Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,2
Drug Use Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,18
Drug Use Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,18
Drug Use Disorder,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,26
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,25
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,1
Chronic Health Condition,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,58
Chronic Health Condition,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,54
Chronic Health Condition,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,4
HIV/AIDS,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,5
HIV/AIDS,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,4
HIV/AIDS,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,1
Development Disability,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,24
Development Disability,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,23
Development Disability,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_start,64
Physical Disability,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_latest_assessment_for_stayers,59
Physical Disability,chronically_homeless,2022-06-01,2022-06-30,Q26e,conditions_at_exit_for_leavers,5
