dv_history,total,population,start_date,end_date,question,household_type,count
Yes,346,all_persons,2022-06-01,2022-06-30,Q14a,without_children,274
Yes,346,all_persons,2022-06-01,2022-06-30,Q14a,with_children_and_adults,72
Yes,346,all_persons,2022-06-01,2022-06-30,Q14a,with_only_children,0
Yes,346,all_persons,2022-06-01,2022-06-30,Q14a,unknown_household_type,0
No,1068,all_persons,2022-06-01,2022-06-30,Q14a,without_children,851
No,1068,all_persons,2022-06-01,2022-06-30,Q14a,with_children_and_adults,211
No,1068,all_persons,2022-06-01,2022-06-30,Q14a,with_only_children,0
No,1068,all_persons,2022-06-01,2022-06-30,Q14a,unknown_household_type,6
Client Doesn't Know/Client Refused,9,all_persons,2022-06-01,2022-06-30,Q14a,without_children,9
Client Doesn't Know/Client Refused,9,all_persons,2022-06-01,2022-06-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,9,all_persons,2022-06-01,2022-06-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,9,all_persons,2022-06-01,2022-06-30,Q14a,unknown_household_type,0
Data Not Collected,66,all_persons,2022-06-01,2022-06-30,Q14a,without_children,32
Data Not Collected,66,all_persons,2022-06-01,2022-06-30,Q14a,with_children_and_adults,32
Data Not Collected,66,all_persons,2022-06-01,2022-06-30,Q14a,with_only_children,0
Data Not Collected,66,all_persons,2022-06-01,2022-06-30,Q14a,unknown_household_type,2
