count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,319,76,124,start,2014-11-01,2014-11-30,Q13a2,without_children,119
None,319,76,124,start,2014-11-01,2014-11-30,Q13a2,with_only_children,0
None,319,76,124,start,2014-11-01,2014-11-30,Q13a2,unknown_household_type,0
1 Condition,122,17,10,start,2014-11-01,2014-11-30,Q13a2,without_children,95
1 Condition,122,17,10,start,2014-11-01,2014-11-30,Q13a2,with_only_children,0
1 Condition,122,17,10,start,2014-11-01,2014-11-30,Q13a2,unknown_household_type,0
2 Conditions,59,6,3,start,2014-11-01,2014-11-30,Q13a2,without_children,50
2 Conditions,59,6,3,start,2014-11-01,2014-11-30,Q13a2,with_only_children,0
2 Conditions,59,6,3,start,2014-11-01,2014-11-30,Q13a2,unknown_household_type,0
3+ Conditions,28,1,0,start,2014-11-01,2014-11-30,Q13a2,without_children,27
3+ Conditions,28,1,0,start,2014-11-01,2014-11-30,Q13a2,with_only_children,0
3+ Conditions,28,1,0,start,2014-11-01,2014-11-30,Q13a2,unknown_household_type,0
Condition Unknown,18,3,3,start,2014-11-01,2014-11-30,Q13a2,without_children,12
Condition Unknown,18,3,3,start,2014-11-01,2014-11-30,Q13a2,with_only_children,0
Condition Unknown,18,3,3,start,2014-11-01,2014-11-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,start,2014-11-01,2014-11-30,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2014-11-01,2014-11-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2014-11-01,2014-11-30,Q13a2,unknown_household_type,0
Data Not Collected,6,0,2,start,2014-11-01,2014-11-30,Q13a2,without_children,4
Data Not Collected,6,0,2,start,2014-11-01,2014-11-30,Q13a2,with_only_children,0
Data Not Collected,6,0,2,start,2014-11-01,2014-11-30,Q13a2,unknown_household_type,0
